번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,시장구분
476,1800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000",500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,KOSPI
477,70960,용평리조트,95501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,KOSPI
478,316140,우리금융지주,116409,기타 금융업,"680,164,306","3,400,821,530,000","5,000",원(KRW),02-2125-2000,서울특별시 중구 소공로 51 ,KOSPI
479,4720,우리들제약,32102,의약품 제조업,"11,570,324","5,785,162,000",500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,KOSPI
480,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,"24,298,019","12,149,009,500",500,원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",KOSPI
481,10050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000",500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),KOSPI
482,6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,KOSPI
483,17370,우신시스템,32902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000",500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,KOSPI
484,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","17,563,183","8,781,591,500",500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,KOSPI
485,10400,우진아이엔에스,64202,건물설비 설치 공사업,"7,622,000","3,811,000,000",500,원(KRW),02-535-7050,서울특별시 서초구 방배로 166 한승빌딩 3층 ,KOSPI
486,49800,우진플라임,32902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,KOSPI
487,16880,웅진,116409,기타 금융업,"74,166,668","39,333,334,000",500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,KOSPI
488,95720,웅진씽크빅,168501,초등 교육기관,"76,621,165","38,310,582,500",500,원(KRW),031-956-7000,경기도 파주시  회동길 20 ,KOSPI
489,103130,웅진에너지,32601,반도체 제조업,"30,947,322","154,736,610,000","5,000",원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),KOSPI
490,5820,원림,31303,편조원단 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,KOSPI
491,10600,웰바이오텍,74601,상품 중개업,"39,867,522","19,933,761,000",500,원(KRW),02-6902-1300,서울특별시 강남구 영동대로106길 17 5층,KOSPI
492,8600,윌비스,74604,생활용품 도매업,"57,000,000","62,646,140,000","1,000",원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 ,KOSPI
493,33270,유나이티드,32102,의약품 제조업,"16,207,322","8,103,661,000",500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 ,KOSPI
494,14830,유니드,32001,기초 화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 ,KOSPI
495,910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500",500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,KOSPI
496,47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000",500,원(KRW),055-580-4135,대구광역시 달서구  성서공단남로 151 ,KOSPI
497,11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업","61,089,499","30,544,749,500",500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 ,KOSPI
498,77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업,"27,190,652","13,595,326,000",500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",KOSPI
499,2920,유성기업,33003,자동차 신품 부품 제조업,"25,947,500","12,973,750,000",500,원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22 ,KOSPI
500,700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"26,041,812","65,104,530,000","2,500",원(KRW),02-6716-3000,서울특별시 영등포구 국제금융로2길 25 유수홀딩스,KOSPI
501,3470,유안타증권,116601,금융 지원 서비스업,"199,596,576","1,062,543,940,000","5,000",원(KRW),02-3770-2000,서울 중구 을지로2가 185번지 동양종합금융증권빌딩,KOSPI
502,11690,유양디앤유,32601,반도체 제조업,"56,710,939","28,355,469,500",500,원(KRW),031-350-7437,경기도 화성시  팔탄면 율암길 223 ,KOSPI
503,72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","13,195,454","6,597,727,000",500,원(KRW),031-710-6200,경기도 성남시 분당구 황새울로240번길 3 ,KOSPI
504,220,유유제약,32102,의약품 제조업,"6,368,587","8,042,972,000","1,000",원(KRW),043-652-7981,충청북도 제천시  바이오밸리1로 94 ,KOSPI
505,1200,유진증권,116601,금융 지원 서비스업,"96,866,418","537,592,090,000","5,000",원(KRW),02-368-6114,서울특별시 영등포구 국제금융로 24 (여의도동),KOSPI
506,100,유한양행,32102,의약품 제조업,"12,777,115","65,066,515,000","5,000",원(KRW),02-828-0181,서울특별시 동작구  노량진로 74 ,KOSPI
507,3460,유화증권,116601,금융 지원 서비스업,"11,340,483","74,178,840,000","5,000",원(KRW),02-3770-0100,서울특별시 영등포구  국제금융로2길 36 유화증권빌딩 ,KOSPI
508,8730,율촌화학,32202,플라스틱제품 제조업,"24,800,000","14,776,380,000",500,원(KRW),02-822-0022,서울특별시 동작구 여의대방로 112 도연관 15층,KOSPI
509,8250,이건산업,31602,나무제품 제조업,"10,952,635","54,763,175,000","5,000",원(KRW),032-760-0800,인천광역시 남구 염전로 91  ,KOSPI
510,25820,이구산업,32402,1차 비철금속 제조업,"33,442,000","16,721,000,000",500,원(KRW),031-494-2929,경기도 평택시 포승읍 포승공단로 42 이구산업(주),KOSPI
511,214320,이노션,137103,광고업,"20,000,000","10,000,000,000",500,원(KRW),02-2016-2300,서울특별시 강남구 강남대로 308 ,KOSPI
512,88260,이리츠코크렙,126801,부동산 임대 및 공급업,"63,341,590","31,670,795,000",500,원(KRW),02-787-0000,서울특별시 강남구 삼성로 511 ,KOSPI
513,139480,이마트,74701,종합 소매업,"27,875,819","139,379,095,000","5,000",원(KRW),02-380-5678,서울특별시 성동구  뚝섬로 377 ,KOSPI
514,7660,이수페타시스,32602,전자부품 제조업,"41,268,398","41,268,398,000","1,000",원(KRW),053-610-0300,대구광역시 달성군  논공읍 논공로53길 36 이수페타시스,KOSPI
515,5950,이수화학,32001,기초 화학물질 제조업,"15,278,000","76,390,000,000","5,000",원(KRW),02-590-6600,서울특별시 서초구 사평대로 84 이수화학 ,KOSPI
516,15020,이스타코,126801,부동산 임대 및 공급업,"42,851,600","21,425,800,000",500,원(KRW),02-2643-7922,서울특별시 양천구 오목로 325 대학빌딩 5층,KOSPI
517,93230,이아이디,74607,기타 전문 도매업,"242,188,696","48,437,739,200",200,원(KRW),031-8027-8855,경기도 광주시 곤지암읍 경충대로 425 4층,KOSPI
518,102460,이연제약,32102,의약품 제조업,"16,770,000","8,385,000,000",500,원(KRW),02-3407-5218,"서울특별시 강남구 영동대로 416 8층 (대치동, 코스모타워)",KOSPI
519,84680,이월드,189102,유원지 및 기타 오락관련 서비스업,"90,509,897","90,509,897,000","1,000",원(KRW),053-620-0001,대구광역시 달서구  두류공원로 200 ,KOSPI
520,760,이화산업,74607,기타 전문 도매업,"2,800,000","14,000,000,000","5,000",원(KRW),02-2007-5555,서울특별시 영등포구 선유동2로 70 (당산동 5가),KOSPI
521,14990,인디에프,31401,봉제의복 제조업,"58,932,995","29,466,497,500",500,원(KRW),02-3456-9000,서울특별시 강남구  테헤란로104길 21 ,KOSPI
522,6490,인스코비,106102,전기 통신업,"89,723,464","44,861,732,000",500,원(KRW),070-7510-3448,"서울특별시 금천구  디지털로9길 47 (가산동, 한신아이티타워2차306-2호)",KOSPI
523,23800,인지컨트롤스,33003,자동차 신품 부품 제조업,"15,160,128","7,580,064,000",500,원(KRW),031-496-1725,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)",KOSPI
524,34590,인천도시가스,43502,연료용 가스 제조 및 배관공급업,"4,374,754","21,873,770,000","5,000",원(KRW),-1602,인천광역시 서구  백범로934번길 23 ,KOSPI
525,129260,인터지스,84903,도로 화물 운송업,"29,747,874","14,873,937,000",500,원(KRW),051-604-3333,부산광역시 중구  충장대로9번길 52 마린센터 13층,KOSPI
526,23810,인팩,33003,자동차 신품 부품 제조업,"10,000,000","5,000,000,000",500,원(KRW),02-3432-3333,서울특별시 송파구 백제고분로 450 -,KOSPI
527,249420,일동제약,32102,의약품 제조업,"21,591,413","21,591,413,000","1,000",원(KRW),25263114,서울특별시 서초구 바우뫼로27길 2 ,KOSPI
528,230,일동홀딩스,116409,기타 금융업,"10,490,296","10,490,296,000","1,000",원(KRW),02-526-3114,서울특별시 서초구  바우뫼로27길 2 일동제약빌딩,KOSPI
529,13360,일성건설,64102,토목 건설업,"54,024,880","27,012,440,000",500,원(KRW),032-429-3270,"인천광역시 남동구  인하로507번길 80 (구월동, 태광프라자402호)",KOSPI
530,3120,일성신약,32102,의약품 제조업,"2,660,000","13,300,000,000","5,000",원(KRW),02-3271-8800,서울특별시 용산구  원효로84길 9 ,KOSPI
531,3200,일신방직,31301,방적 및 가공사 제조업,"2,400,000","12,000,000,000","5,000",원(KRW),02-3774-0114,서울특별시 영등포구  은행로 11 ,KOSPI
532,7110,일신석재,74606,"건축자재, 철물 및 난방장치 도매업","77,456,610","38,728,305,000",500,원(KRW),02-487-9009,서울특별시 강동구 성내로 19 서경빌딩 6층,KOSPI
533,7570,일양약품,32102,의약품 제조업,"19,085,664","48,826,860,000","2,500",원(KRW),02-570-3700,경기도 용인시 기흥구  하갈로 110 ,KOSPI
534,8500,일정실업,31303,편조원단 제조업,"1,200,000","6,000,000,000","5,000",원(KRW),031-493-0031-5,경기도 안산시 단원구 산성로 21 (초지동),KOSPI
535,81000,일진다이아,32004,기타 화학제품 제조업,"11,277,975","11,277,975,000","1,000",원(KRW),02-707-9076,충청북도 음성군  대소면 대금로 157 ,KOSPI
536,20760,일진디스플,32601,반도체 제조업,"28,314,440","14,157,220,000",500,원(KRW),031-680-0212,충청북도 음성군  대소면 대금로 157 ,KOSPI
537,20150,일진머티리얼즈,32602,전자부품 제조업,"46,110,835","23,055,417,500",500,원(KRW),02-707-9060,전라북도 익산시 석암로3길 63-25 ,KOSPI
538,103590,일진전기,32803,절연선 및 케이블 제조업,"37,080,390","37,080,390,000","1,000",원(KRW),02-707-9781,경기도 화성시  만년로 905-17 ,KOSPI
539,15860,일진홀딩스,116409,기타 금융업,"49,347,483","49,852,615,000","1,000",원(KRW),031-220-0500,경기도 화성시  만년로 905-17 ,KOSPI
540,226320,잇츠한불,32004,기타 화학제품 제조업,"21,929,315","10,964,657,500",500,원(KRW),02-3450-0343,서울특별시 강남구 학동로 311 주식회사 잇츠한불,KOSPI
541,33240,자화전자,32602,전자부품 제조업,"17,900,000","8,950,000,000",500,원(KRW),043-210-7114,충청북도 청원군  북이면 충청대로 1217 ,KOSPI
542,950,전방,31301,방적 및 가공사 제조업,"1,680,000","8,400,000,000","5,000",원(KRW),02-2122-6000,"서울특별시 서대문구  서소문로 21 (충정로3가, 충정타워)",KOSPI
543,194370,제이에스코퍼레이션,31501,"가죽, 가방 및 유사제품 제조업","13,335,601","1,333,560,100",100,원(KRW),02-2040-3400,서울특별시 강남구 개포로 640 ,KOSPI
544,25620,제이준코스메틱,32004,기타 화학제품 제조업,"26,524,184","13,262,092,000",500,원(KRW),02-2193-9500,인천광역시 남동구 남동대로 405 (남촌동 614),KOSPI
545,30000,제일기획,137103,광고업,"115,041,225","23,008,245,000",200,원(KRW),02-3780-2114,서울특별시 용산구  이태원로 222 제일기획 ,KOSPI
546,271980,제일약품,32102,의약품 제조업,"14,704,872","7,352,436,000",500,원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 제일약품 사옥 ,KOSPI
547,1560,제일연마,32309,기타 비금속 광물제품 제조업,"10,000,000","5,000,000,000",500,원(KRW),054-285-8401,경상북도 포항시 남구 대송로101번길 34(장흥동) ,KOSPI
548,2620,제일파마홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"15,973,355","7,986,677,500",500,원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 ,KOSPI
549,6220,제주은행,116401,은행 및 저축기관,"32,128,774","160,643,870,000","5,000",원(KRW),064-720-0200,제주특별자치도 제주시  오현길 90 (이도일동),KOSPI
550,89590,제주항공,85101,항공 여객 운송업,"26,356,758","131,783,790,000","5,000",원(KRW),070-7420-1986,제주특별자치도 제주시 신대로 64 3층 ,KOSPI
551,4910,조광페인트,32004,기타 화학제품 제조업,"12,800,000","6,400,000,000",500,원(KRW),051-304-7701-5,부산광역시 사상구  삼덕로 5 148,KOSPI
552,4700,조광피혁,31501,"가죽, 가방 및 유사제품 제조업","6,649,138","34,245,690,000","5,000",원(KRW),043-270-5311-3,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",KOSPI
553,1550,조비,32003,"비료, 농약 및 살균, 살충제 제조업","5,192,239","25,961,195,000","5,000",원(KRW),02-3488-5853,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),KOSPI
554,480,조선내화,32302,"내화, 비내화 요업제품 제조업","4,000,000","20,000,000,000","5,000",원(KRW),061-798-8114,전라남도 광양시 산업로 55 ,KOSPI
555,120030,조선선재,32509,기타 금속 가공제품 제조업,"1,257,651","628,825,500",500,원(KRW),054-289-8200,경상북도 포항시 남구 괴동로 43 (장흥동),KOSPI
556,18470,조일알미늄,32402,1차 비철금속 제조업,"69,600,000","34,800,000,000",500,원(KRW),053-856-5252,경상북도 경산시  진량읍 공단6로 98 ,KOSPI
557,2600,조흥,31007,기타 식품 제조업,"600,000","3,000,000,000","5,000",원(KRW),031-433-3883,경기도 안산시 단원구  시화로 38 (성곡동),KOSPI
558,185750,종근당,32102,의약품 제조업,"10,370,290","25,925,725,000","2,500",원(KRW),02-2194-0300,서울 서대문구 충정로3가 3가 368 종근당빌딩 ,KOSPI
559,63160,종근당바이오,32102,의약품 제조업,"5,229,489","13,073,722,500","2,500",원(KRW),02-2194-0555,서울특별시 서대문구  충정로 8 ,KOSPI
560,1630,종근당홀딩스,116409,기타 금융업,"5,009,861","12,524,652,500","2,500",원(KRW),02-6373-0600,서울특별시 서대문구  충정로 8 종근당빌딩 ,KOSPI
561,44380,주연테크,32603,컴퓨터 및 주변장치 제조업,"98,773,270","9,877,327,000",100,원(KRW),02-2122-1000,서울특별시 마포구 양화로 134 (서교동) 5층,KOSPI
562,13870,지엠비코리아,33003,자동차 신품 부품 제조업,"19,072,280","9,536,140,000",500,원(KRW),055-263-2131,경상남도 창원시 성산구  웅남로 618(성산동) ,KOSPI
563,71320,지역난방공사,43503,"증기, 냉·온수 및 공기조절 공급업","11,578,744","57,893,720,000","5,000",원(KRW),031-780-4114,경기도 성남시 분당구 분당로 368 ,KOSPI
564,10580,지코,33003,자동차 신품 부품 제조업,"50,521,414","25,260,707,000",500,원(KRW),041-529-7714,충청남도 아산시 도고면 도고면로 48-15 (주)지코,KOSPI
565,35000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업,"16,567,409","17,571,493,000","1,000",원(KRW),02-705-2173,서울특별시 마포구  마포대로 155 LG마포B/D15F,KOSPI
566,88790,진도,74607,기타 전문 도매업,"12,447,744","6,223,872,000",500,원(KRW),02-850-8270,서울특별시 금천구  가산디지털1로 75 ,KOSPI
567,3780,진양산업,32202,플라스틱제품 제조업,"13,000,000","6,500,000,000",500,원(KRW),055-382-8981,경상남도 양산시  유산공단7길 42-1 ,KOSPI
568,10640,진양폴리우레탄,32001,기초 화학물질 제조업,"10,000,000","5,000,000,000",500,원(KRW),031-657-2545,경기 평택시 세교동 536-8번지,KOSPI
569,100250,진양홀딩스,116409,기타 금융업,"55,895,292","27,947,646,000",500,원(KRW),051-809-8813,부산광역시 부산진구 시민공원로 20번길 8(부암동) -,KOSPI
570,51630,진양화학,32202,플라스틱제품 제조업,"12,000,000","6,000,000,000",500,원(KRW),052-278-0700,울산광역시 남구  장생포로 93 ,KOSPI
